layer,word_idx,row_uid,hidden_row_idx,n_active,recon_error,input_norm,recon_error_rel,text_id,word_position,word,surprisal,RT_prime,is_sentence_final
1,38,provo:1:41,39,8,0.12048326432704926,4.595429420471191,0.02621806412935257,1,41,phone.,4.905994415283203,5.249968487944651,1
1,39,provo:1:42,40,6,0.13585194945335388,4.492795467376709,0.030237732455134392,1,42,You,4.896570205688477,5.366729802545775,0
1,40,provo:1:43,41,6,0.11118555814027786,4.440252304077148,0.025040369480848312,1,43,can,0.3772149980068207,5.4464604947652475,0
1,41,provo:1:44,42,6,0.17349305748939514,5.236534118652344,0.033131275326013565,1,44,glance,12.521197319030762,5.272761507677273,0
1,42,provo:1:45,43,6,0.09504592418670654,4.270326614379883,0.02225729636847973,1,45,at,1.3736519813537598,5.17188700432018,0
1,43,provo:1:46,44,5,0.11824119091033936,4.3926849365234375,0.026917748153209686,1,46,the,1.9047114849090576,5.393491373420359,0
1,44,provo:1:47,45,7,0.11740962415933609,4.814112186431885,0.024388635531067848,1,47,watch,4.138535976409912,5.382571789869383,0
1,45,provo:1:48,46,7,0.11544641107320786,4.841933727264404,0.023843038827180862,1,48,face,3.40095853805542,5.350272677206941,0
1,46,provo:1:49,47,5,0.1189587190747261,4.263650894165039,0.02790066972374916,1,49,to,3.606754779815674,5.474741795465437,0
1,47,provo:1:50,48,7,0.12194037437438965,4.801133155822754,0.025398248806595802,1,50,view,7.726140975952148,5.45787355280497,0
1,48,provo:1:51,49,4,0.11945188790559769,4.381139755249023,0.027265025302767754,1,51,the,2.8659887313842773,5.406247938820369,0
1,49,provo:1:52,50,7,0.1406816989183426,4.901986598968506,0.028698915615677834,1,52,artist,11.162458419799805,5.410353229626463,0
1,50,provo:1:53,51,9,0.11975596845149994,4.337972640991211,0.027606436982750893,1,53,and,4.499797344207764,5.198334875906902,0
1,51,provo:1:54,52,6,0.16938170790672302,4.7688307762146,0.035518497228622437,1,54,title,8.306625366210938,5.419511129314234,0
1,52,provo:1:55,53,6,0.10884597897529602,4.317076206207275,0.02521289326250553,1,55,of,2.5478439331054688,5.293585242896846,0
1,53,provo:1:56,54,7,0.12661407887935638,4.317592144012451,0.029325159266591072,1,56,a,2.935771942138672,5.295876336729013,0
1,54,provo:1:57,55,3,0.1290619820356369,4.5547966957092285,0.02833539992570877,1,57,song.,3.133129119873047,5.564654097285553,1
1,55,provo:2:3,57,10,0.0860367864370346,5.484993934631348,0.015685848891735077,2,3,"later,",12.760391235351562,5.177489682203548,0
1,56,provo:2:4,58,10,0.09356143325567245,5.108274459838867,0.018315663561224937,2,4,the,3.3943238258361816,5.19174803198009,0
1,57,provo:2:5,59,10,0.18073707818984985,5.312183856964111,0.03402312099933624,2,5,British,10.19192600250244,5.279180412467607,0
1,58,provo:2:6,60,34,1.3575034141540527,5.749075889587402,0.23612549901008606,2,6,astronomer,13.640241622924805,5.415297411224072,0
1,59,provo:2:7,61,12,0.14910949766635895,5.077635288238525,0.029365932568907738,2,7,Richard,6.270811557769775,5.410845242804238,0
1,60,provo:2:8,62,17,0.41672608256340027,5.73302698135376,0.07268866896629333,2,8,Carrington,9.879965782165527,5.34352636376821,0
1,61,provo:2:9,63,10,0.12374915182590485,4.718797206878662,0.02622472308576107,2,9,was,4.167381763458252,5.353448650535574,0
1,62,provo:2:10,64,35,1.0819734334945679,5.205257415771484,0.20786166191101074,2,10,observing,9.575759887695312,5.3682649619202945,0
1,63,provo:2:11,65,13,0.1090015172958374,4.687968730926514,0.023251332342624664,2,11,the,1.5728793144226074,5.409345394002159,0
1,64,provo:2:12,66,14,0.11582791060209274,4.943234920501709,0.023431601002812386,2,12,interesting,16.67276954650879,5.417632171365542,0
1,65,provo:2:13,67,35,2.23726749420166,5.743095874786377,0.38955774903297424,2,13,sunspot,12.05168914794922,5.2848980356218656,0
1,66,provo:2:14,68,15,0.1322355568408966,4.86093807220459,0.02720371074974537,2,14,group,9.620888710021973,5.445575906378431,0
1,67,provo:2:15,69,17,0.10601755976676941,4.709204196929932,0.02251284010708332,2,15,through,10.078136444091797,5.162716727325807,0
1,68,provo:2:16,70,16,0.1015358492732048,4.585173606872559,0.022144384682178497,2,16,his,3.0507421493530273,5.251023458194648,0
1,69,provo:2:17,71,29,1.255874514579773,5.2212233543396,0.24053262174129486,2,17,telescope,1.1902055740356443,5.331646187252799,0
1,70,provo:2:18,72,15,0.14785993099212646,4.565053939819336,0.032389525324106216,2,18,when,5.838540554046631,5.3599481664678255,0
1,71,provo:2:19,73,17,0.12288129329681396,4.568954944610596,0.026894835755228996,2,19,he,0.6569235324859619,5.3788301261298885,0
1,72,provo:2:20,74,11,0.11984521150588989,4.8209309577941895,0.02485935017466545,2,20,saw,3.0601141452789307,5.242037539898342,0
1,73,provo:2:21,75,12,0.10886110365390778,4.538181781768799,0.023987824097275734,2,21,what,5.98159646987915,5.209796508866062,0
1,74,provo:2:22,76,13,0.11304217576980591,4.535774230957031,0.024922354146838188,2,22,he,1.5066581964492798,5.398587240028952,0
1,75,provo:2:23,77,15,0.15883448719978333,4.7368855476379395,0.033531416207551956,2,23,described,4.2221198081970215,5.309021718340051,0
1,76,provo:2:24,78,10,0.10571113973855972,4.4234490394592285,0.023897899314761162,2,24,as,0.0740470364689827,5.235858405377865,0
1,77,provo:2:25,79,22,1.130104899406433,5.063183784484863,0.2232004553079605,2,25,"""two",9.28720474243164,5.400531756823751,0
1,78,provo:2:26,80,15,0.2012697160243988,5.294950485229492,0.03801163285970688,2,26,patches,10.620054244995115,5.305608651265905,0
1,79,provo:2:27,81,10,0.10149971395730972,4.427940845489502,0.02292255498468876,2,27,of,0.4865670800209045,5.193245165966509,0
1,80,provo:2:28,82,41,1.4569759368896484,4.884443283081055,0.29828906059265137,2,28,intensely,11.419721603393556,5.442848204468436,0
1,81,provo:2:29,83,10,0.23924340307712555,4.8517351150512695,0.049310896545648575,2,29,bright,1.4636807441711426,5.315859436418246,0
1,82,provo:2:30,84,10,0.10535521805286407,4.439918041229248,0.02372909151017666,2,30,and,5.393322467803955,5.043006408302368,0
1,83,provo:2:31,85,10,0.13053731620311737,4.654010772705078,0.028048347681760788,2,31,white,6.437377452850342,5.2873695342355775,0
1,84,provo:2:32,86,8,0.1009884625673294,4.685832500457764,0.021551871672272682,2,32,"light""",5.3148908615112305,5.070730561230129,0
1,85,provo:2:33,87,9,0.11531955748796463,4.439802169799805,0.025974031537771225,2,33,over,5.680197715759277,5.290688999491017,0
1,86,provo:2:34,88,6,0.1159784272313118,4.457995414733887,0.02601582556962967,2,34,the,0.9460139870643616,5.373915240252296,0
1,87,provo:2:35,89,5,0.11247634142637253,4.621633052825928,0.024336926639080048,2,35,sunspots.,14.60573387145996,5.273528195192524,1
1,88,provo:2:36,90,10,0.11937545984983444,4.489035606384277,0.026592673733830452,2,36,He,4.027768611907959,5.361304129558969,0
1,89,provo:2:37,91,10,0.2711555063724518,5.442403316497803,0.04982275143265724,2,37,jotted,15.142406463623049,5.3367683494758955,0
1,90,provo:2:38,92,11,0.11769595742225647,4.369640350341797,0.026934929192066193,2,38,a,8.038865089416504,5.412247875795534,0
1,91,provo:2:39,93,6,0.1846497356891632,4.881019592285156,0.037830155342817307,2,39,note,5.8163018226623535,5.48831761542598,0
1,92,provo:2:40,94,9,0.11093532294034958,4.277031421661377,0.025937458500266075,2,40,in,3.965139150619507,5.3382696248615575,0
1,93,provo:2:41,95,9,0.10519104450941086,4.3996453285217285,0.023908982053399086,2,41,his,1.2827036380767822,5.321669666522027,0
1,94,provo:2:42,96,76,1.6700422763824463,5.0018815994262695,0.33388280868530273,2,42,painstaking,19.637210845947266,5.2945114318813395,0
1,95,provo:2:43,97,4,0.11826077103614807,4.583088397979736,0.02580372989177704,2,43,record.,16.573863983154297,5.3657507698709495,1
1,96,provo:2:44,98,8,0.14534957706928253,4.4564642906188965,0.03261544927954674,2,44,That,8.117658615112305,5.329204882486931,0
1,97,provo:2:45,99,6,0.12292858958244324,4.780129909515381,0.02571657858788967,2,45,night,4.305603504180908,5.453244641436905,0
1,98,provo:2:46,100,8,0.12918666005134583,4.454013347625732,0.029004551470279694,2,46,there,8.90965461730957,5.264004012497168,0
1,99,provo:2:47,101,6,0.12261243909597397,4.3855133056640625,0.027958514168858528,2,47,was,1.03662109375,5.138574751358623,0
1,100,provo:2:48,102,42,1.413314700126648,4.8679070472717285,0.2903331220149994,2,48,scarcely,10.77296257019043,5.327285106475754,0
1,101,provo:2:49,103,6,0.12485962361097336,4.327445030212402,0.02885296568274498,2,49,a,1.2010297775268557,5.269516423017816,0
1,102,provo:2:50,104,6,0.27923324704170227,4.92277717590332,0.05672270804643631,2,50,square,11.926061630249023,5.362018982391719,0
1,103,provo:2:51,105,11,0.6862460970878601,4.930616855621338,0.13918057084083557,2,51,inch,1.7239949703216553,5.222104409635105,0
1,104,provo:2:52,106,6,0.10884597897529602,4.317076206207275,0.02521289326250553,2,52,of,0.347693532705307,5.4740802001214295,0
1,105,provo:2:53,107,6,0.2092922329902649,4.830054759979248,0.04333123564720154,2,53,earth,8.666948318481445,5.412163945146947,0
1,106,provo:2:54,108,6,0.1401320993900299,4.265211582183838,0.03285466507077217,2,54,that,5.953401565551758,5.361543349811608,0
1,107,provo:2:55,109,6,0.12736135721206665,4.358844757080078,0.029219062998890877,2,55,was,2.2701213359832764,5.249581787134531,0
1,108,provo:2:56,110,6,0.11587260663509369,4.321750640869141,0.026811497285962105,2,56,not,2.783202648162842,5.321320915781399,0
1,109,provo:2:57,111,72,1.89412260055542,5.015114784240723,0.37768280506134033,2,57,illuminated,5.897671699523926,5.274571016482385,0
1,110,provo:2:58,112,6,0.11768496781587601,4.2629241943359375,0.027606628835201263,2,58,by,0.5796547532081604,5.587103499444898,0
1,111,provo:2:59,113,5,0.11525923013687134,4.551060676574707,0.025325795635581017,2,59,aurora.,14.73701286315918,5.588844983448093,1
1,112,provo:3:3,115,9,0.10177787393331528,5.775201797485352,0.017623258754611015,3,3,that,6.240991592407227,5.159189955576304,0
1,113,provo:3:4,116,10,0.18340884149074554,5.37168550491333,0.03414363041520119,3,4,California's,15.011094093322754,5.214893718345289,0
1,114,provo:3:5,117,21,1.1572803258895874,5.420839309692383,0.21348729729652405,3,5,"""three",14.08755588531494,5.361116656310391,0
1,115,provo:3:6,118,14,0.2513367831707001,5.507894039154053,0.045632101595401764,3,6,strikes,3.6410069465637207,5.278982111146897,0
1,116,provo:3:7,119,10,0.11166617274284363,4.7820515632629395,0.023351101204752922,3,7,and,5.099284648895264,5.223798658637819,0
1,117,provo:3:8,120,13,0.1285993456840515,4.886356353759766,0.02631804533302784,3,8,you're,7.071897029876709,5.362265369954267,0
1,118,provo:3:9,121,15,0.15069270133972168,4.917110919952393,0.030646594241261482,3,9,"out""",2.452039957046509,5.103636593671315,0
1,119,provo:3:10,122,15,0.12878672778606415,5.089346885681152,0.025305157527327538,3,10,law,1.5280256271362305,5.4192558327510785,0
1,120,provo:3:11,123,15,0.1253298968076706,4.704885482788086,0.026638245210051537,3,11,will,3.794522285461426,5.4073765929116355,0
1,121,provo:3:12,124,14,0.11072295159101486,4.591342926025391,0.02411559224128723,3,12,be,3.1710281372070312,5.1339305609831465,0
1,122,provo:3:13,125,17,0.10041558742523193,4.579033374786377,0.021929429844021797,3,13,a,4.834298610687256,5.36699265389687,0
1,123,provo:3:14,126,13,0.1122777909040451,4.909728050231934,0.022868433967232704,3,14,financial,12.158658981323242,5.3410751400934515,0
1,124,provo:3:15,127,17,0.2516959309577942,5.155117988586426,0.04882447421550751,3,15,disaster,4.848543167114258,5.353259742355774,0
1,125,provo:3:16,128,11,0.10181739181280136,4.457054615020752,0.022844098508358,3,16,for,0.6239041090011597,4.9963942242679735,0
1,126,provo:3:17,129,13,0.16577860713005066,5.346108436584473,0.031009212136268616,3,17,taxpayers,6.0699052810668945,5.324645034030059,0
1,127,provo:3:18,130,14,0.11631480604410172,4.654264450073242,0.024991018697619438,3,18,who,6.936943054199219,5.239237601369324,0
1,128,provo:3:19,131,17,0.11930188536643982,4.875809669494629,0.02446811832487583,3,19,care,9.609251022338867,5.311188243918959,0
1,129,provo:3:20,132,11,0.10909285396337509,4.5773468017578125,0.02383320778608322,3,20,about,0.500831663608551,5.288741953955985,0
1,130,provo:3:21,133,13,0.1389927715063095,4.9336748123168945,0.028172260150313377,3,21,education,7.399526596069336,5.3597686384485,0
1,131,provo:3:22,134,10,0.09639087319374084,4.477420330047607,0.02152821607887745,3,22,and,2.07440185546875,5.388064313470537,0
1,132,provo:3:23,135,12,0.12675824761390686,4.660750389099121,0.027196960523724556,3,23,other,6.717750549316406,5.412574011750557,0
1,133,provo:3:24,136,13,0.1867368370294571,4.885363578796387,0.03822373226284981,3,24,vital,5.962143898010254,5.269761904691508,0
1,134,provo:3:25,137,7,0.113719642162323,4.671465873718262,0.02434346079826355,3,25,services.,3.526815891265869,5.323838096924221,1
1,135,provo:3:26,138,11,0.11854993551969528,4.518441677093506,0.02623690664768219,3,26,But,5.558338642120361,5.400597327221035,0
1,136,provo:3:27,139,10,0.15946237742900848,4.779789924621582,0.03336179628968239,3,27,it's,5.644976615905762,5.337007896627421,0
1,137,provo:3:28,140,8,0.1138898953795433,4.656050205230713,0.024460624903440475,3,28,far,6.658310413360596,5.28199732278739,0
1,138,provo:3:29,141,9,0.11771830171346664,4.441767692565918,0.0265025794506073,3,29,from,0.4594216048717499,5.375408294104718,0
1,139,provo:3:30,142,10,0.11341479420661926,4.793761253356934,0.023658832535147667,3,30,clear,0.9431039094924928,5.343968632458939,0
1,140,provo:3:31,143,13,0.115252785384655,4.367978572845459,0.0263858400285244,3,31,that,0.8534523248672485,5.42484836888085,0
1,141,provo:3:32,144,7,0.11889644712209702,4.464855670928955,0.026629405096173286,3,32,the,2.597612142562866,5.422602993364758,0
1,142,provo:3:33,145,11,0.12441796064376831,4.875292778015137,0.025520101189613342,3,33,law,3.186055898666382,5.082471671238849,0
1,143,provo:3:34,146,9,0.1099986881017685,4.4844651222229,0.024528831243515015,3,34,can,6.917356014251709,5.349171399302989,0
1,144,provo:3:35,147,11,0.10604120045900345,4.642360687255859,0.022842084988951683,3,35,even,8.33790111541748,5.324486712661984,0
1,145,provo:3:36,148,9,0.10925212502479553,4.4070000648498535,0.02479058876633644,3,36,be,1.4490984678268433,5.38130449907794,0
1,146,provo:3:37,149,10,0.19412417709827423,5.153162002563477,0.037670884281396866,3,37,credited,10.182844161987305,5.280761424153853,0
1,147,provo:3:38,150,10,0.10644494742155075,4.388615131378174,0.02425479143857956,3,38,with,1.1086019277572632,5.364726142364148,0
1,148,provo:3:39,151,9,0.10953529179096222,4.385180473327637,0.02497851476073265,3,39,a,4.8431806564331055,5.369397368293618,0
1,149,provo:3:40,152,9,0.23441144824028015,4.774160861968994,0.04910003021359444,3,40,reduction,4.934329509735107,5.364662228377401,0
1,150,provo:3:41,153,11,0.11218397319316864,4.288431644439697,0.026159673929214478,3,41,in,0.1186676993966102,5.427377878274772,0
1,151,provo:3:42,154,11,0.1263546198606491,4.967557907104492,0.02543596364557743,3,42,crime,2.9589684009552,5.377969654347449,0
1,152,provo:3:43,155,9,0.11093532294034958,4.277031421661377,0.025937458500266075,3,43,in,4.134657382965088,5.358475806506403,0
1,153,provo:3:44,156,5,0.11187015473842621,4.595124244689941,0.024345403537154198,3,44,California.,2.694366931915283,5.267051991357699,1
1,154,provo:3:46,157,8,0.12991099059581757,4.442556858062744,0.029242392629384995,3,46,While,7.350956916809082,5.3000117163861455,0
1,155,provo:3:47,158,9,0.13619506359100342,4.682864189147949,0.02908371016383171,3,47,it's,5.198729515075684,5.309645672815408,0
1,156,provo:3:48,159,88,2.124912738800049,5.188938140869141,0.40950819849967957,3,48,TRUE,20.839458465576172,5.2458104732170225,0
1,157,provo:3:49,160,8,0.13453646004199982,4.2845611572265625,0.03140028938651085,3,49,that,0.2074676305055618,5.256960687286714,0
1,158,provo:3:50,161,7,0.14436715841293335,4.942757606506348,0.02920781634747982,3,50,crime,4.163593292236328,5.338435415748751,0
1,159,provo:3:51,162,6,0.14979000389575958,4.830927848815918,0.03100646659731865,3,51,declined,6.55148458480835,5.371288466208898,0
1,160,provo:3:52,163,6,0.12304101139307022,4.232229709625244,0.029072385281324387,3,52,in,1.5517246723175049,5.321601249428156,0
1,161,provo:3:53,164,7,0.13034182786941528,4.617774486541748,0.028226112946867943,3,53,California,1.887354850769043,5.06911078689699,0
1,162,provo:3:54,165,8,0.10161445289850235,4.5284223556518555,0.0224392618983984,3,54,last,5.042205810546875,5.291738162234959,0
1,163,provo:3:55,166,3,0.11738619208335876,4.56394100189209,0.02572035789489746,3,55,"year,",0.798033595085144,5.1871790072579085,0
1,164,provo:3:56,167,5,0.11200009286403656,4.9222798347473145,0.022753702476620674,3,56,crime,4.330085754394531,5.380259811148396,0
1,165,provo:3:57,168,8,0.11571215093135834,4.459713459014893,0.02594609558582306,3,57,also,7.3438615798950195,5.337953545224692,0
1,166,provo:3:58,169,6,0.1320708692073822,4.663150310516357,0.028322242200374603,3,58,dropped,3.576167345046997,5.417431918319602,0
1,167,provo:3:59,170,6,0.15867365896701813,5.026432991027832,0.03156784549355507,3,59,nationwide,5.147226333618164,5.481678232362614,0
1,168,provo:4:3,172,7,0.08638718724250793,5.689913272857666,0.015182513743638992,4,3,in,5.793780326843262,5.337897916029193,0
1,169,provo:4:4,173,10,0.07068543881177902,5.277461051940918,0.013393834233283997,4,4,a,3.481314897537231,5.322138395848676,0
1,170,provo:4:5,174,10,0.16077785193920135,5.298252582550049,0.030345449224114418,4,5,bad,6.5288496017456055,5.271178500919051,0
1,171,provo:4:6,175,9,0.12530383467674255,5.1026482582092285,0.024556627497076988,4,6,"temper,",12.76361083984375,5.104227430147221,0
1,172,provo:4:7,176,14,0.1078442856669426,4.723937034606934,0.022829324007034302,4,7,for,7.297753810882568,5.478917094240034,0
1,173,provo:4:8,177,12,0.13772863149642944,4.932277679443359,0.027923941612243652,4,8,she,4.115005016326904,5.319103026969383,0
1,174,provo:4:9,178,10,0.0960487350821495,4.750321865081787,0.020219415426254272,4,9,was,2.2013635635375977,5.248121465348082,0
1,175,provo:4:10,179,38,1.3807374238967896,5.216498374938965,0.264686644077301,4,10,mixing,13.652036666870115,5.17705602590627,0
1,176,provo:4:11,180,13,0.0919112116098404,4.713864803314209,0.019498057663440704,4,11,the,5.3453755378723145,5.306579705412729,0
1,177,provo:4:12,181,13,0.11458086222410202,5.118067264556885,0.02238752506673336,4,12,Christmas,13.392736434936523,5.321296381666098,0
1,178,provo:4:13,182,13,0.13898533582687378,5.729534149169922,0.024257702752947807,4,13,puddings,13.48292636871338,5.34632727777602,0
1,179,provo:4:14,183,17,0.09940270334482193,4.501753807067871,0.022080883383750916,4,14,in,4.3442888259887695,5.426407240003952,0
1,180,provo:4:15,184,13,0.11405929923057556,4.601265907287598,0.02478867769241333,4,15,the,2.627556562423706,5.383511946393278,0
1,181,provo:4:16,185,15,0.09719345718622208,4.771132946014404,0.020371148362755775,4,16,"kitchen,",6.329193592071533,5.270180306946395,0
1,182,provo:4:17,186,17,0.09754980355501175,4.527417182922363,0.021546456962823868,4,17,and,1.028687596321106,5.262570446227329,0
1,183,provo:4:18,187,9,0.11032667756080627,4.596811294555664,0.02400069683790207,4,18,had,5.305235385894775,5.307770974868134,0
1,184,provo:4:19,188,11,0.1293426901102066,4.58182954788208,0.0282294861972332,4,19,been,3.97838830947876,5.236919368781788,0
1,185,provo:4:20,189,15,0.15146438777446747,5.116998195648193,0.029600242152810097,4,20,drawn,11.52021312713623,5.340070872349093,0
1,186,provo:4:21,190,12,0.10997128486633301,4.497755527496338,0.024450259283185005,4,21,from,5.713888168334961,5.212140417322647,0
1,187,provo:4:22,191,7,0.10721806436777115,4.70060396194458,0.022809423506259918,4,22,"them,",11.881134033203123,5.298767245015269,0
1,188,provo:4:23,192,10,0.11439453065395355,4.447656154632568,0.025720182806253433,4,23,with,5.570837497711182,5.345173679940476,0
1,189,provo:4:24,193,12,0.10884349793195724,4.465271472930908,0.024375561624765396,4,24,a,2.63745379447937,5.3575134841068,0
1,190,provo:4:25,194,120,2.6604855060577393,5.916601181030273,0.44966450333595276,4,25,raisin,15.055190086364746,5.2988374542359225,0
1,191,provo:4:26,195,9,0.11343549191951752,4.625198841094971,0.024525538086891174,4,26,still,10.365555763244627,5.485483116487486,0
1,192,provo:4:27,196,10,0.09962178021669388,4.364536762237549,0.02282528206706047,4,27,on,3.069496154785156,5.40551863713778,0
1,193,provo:4:28,197,11,0.11904308944940567,4.519989490509033,0.026337027549743652,4,28,her,0.8444207310676575,5.269836342557467,0
1,194,provo:4:29,198,7,0.1055489331483841,4.666954517364502,0.022616233676671982,4,29,"cheek,",7.478611469268799,5.238842227843787,0
1,195,provo:4:30,199,10,0.10117881000041962,4.362232685089111,0.023194272071123123,4,30,by,4.911999225616455,5.513292836643745,0
1,196,provo:4:31,200,9,0.12982825934886932,4.745848178863525,0.02735617570579052,4,31,Nana's,22.020591735839844,5.312284024086141,0
1,197,provo:4:32,201,29,0.8663331270217896,4.803199291229248,0.18036584556102753,4,32,absurd,13.44944667816162,5.481129937066129,0
1,198,provo:4:33,202,5,0.11247634142637253,4.621633052825928,0.024336926639080048,4,33,suspicions.,11.194250106811523,5.4005502296138514,1
1,199,provo:4:34,203,10,0.11996228247880936,4.556382179260254,0.02632840722799301,4,34,She,3.447445869445801,5.276658602841398,0
1,200,provo:4:35,204,9,0.1282833367586136,4.7460222244262695,0.027029654011130333,4,35,thought,6.132319450378418,5.429679025412516,0
1,201,provo:4:36,205,9,0.11250729858875275,4.425780296325684,0.025420894846320152,4,36,the,4.270683765411377,5.123330380977068,0
1,202,provo:4:37,206,8,0.1147870421409607,4.671225547790527,0.02457321807742119,4,37,best,7.928898334503174,5.386127932868161,0
1,203,provo:4:38,207,8,0.1046057939529419,4.668554306030273,0.02240646444261074,4,38,way,1.892227053642273,5.161275335251847,0
1,204,provo:4:39,208,8,0.10700329393148422,4.351107597351074,0.024592196568846703,4,39,of,3.080812692642212,5.192557408030184,0
1,205,provo:4:40,209,7,0.13281172513961792,4.462808132171631,0.02975967712700367,4,40,getting,4.14471960067749,5.30946709524371,0
1,206,provo:4:41,210,9,0.10214867442846298,4.356571197509766,0.023447034880518913,4,41,a,5.309754848480225,5.418585851144221,0
1,207,provo:4:42,211,5,0.10070377588272095,4.592839241027832,0.021926257759332657,4,42,little,5.506137847900391,5.402280441269243,0
1,208,provo:4:43,212,8,0.16517308354377747,4.7886810302734375,0.03449239581823349,4,43,quiet,9.805052757263184,5.279597328500718,0
